%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__Hmax_shallow log__fdd_threshold snow_insulation_k log__routing_K neg_kge        
16       I1         1.339681715    2.626616406    4.445073272    0.5146591661   0.9849853431   5.557819973    1.957670154    1.850547656    0.07943491215  0.8112419738   2              
17       I1         1.134513451    1.128098203    3.242283537    0.6029956616   0.1802341327   1.606485542    1.412317196    2.397014436    0.0903628085   0.0173950174   2              
18       I1         0.7737662192   1.689175818    3.574314535    0.6347489478   0.1210128828   1.047536079    1.18308511     1.833760868    0.01228201179  0.6252732461   2              
19       I1         0.3196891923   1.189145543    4.336244821    0.09902767284  0.06669942403  2.04783647     1.818605578    0.4713771753   0.0683888669   -0.1447030144  2              
20       I1         0.8821798522   2.581201481    3.30779728     0.8782930763   0.5879647622   9.915759666    1.30241882     0.1506174106   0.07474756776  0.780800284    2              
21       I1         0.4144263736   1.373503888    3.074430617    0.6860621967   0.4610069183   6.909899875    3.284479811    1.467986534    0.1105673606   0.6685311376   2              
22       I1         0.8102282188   1.919688301    3.487997143    0.1381101293   0.8168480328   1.188839618    2.137949191    2.441694162    0.1410206686   0.09794129226  2              
23       I1         0.5149777703   2.5130866      2.994224371    0.4681276703   0.8481798991   2.919820596    2.743015731    2.263476683    0.03139018999  0.04236431721  2              
24       I1         0.9170691111   1.58737199     3.372267971    0.2612767029   0.1603355566   4.573599613    3.420496642    2.634639258    0.1318089021   0.393814444    2              
25       I1         1.910222725    1.083198933    2.970168461    0.9003524212   0.9486573197   8.89327451     2.719702949    2.932410703    0.08421151708  -0.5747835484  2              
26       I1         1.749238512    1.772377062    2.952759793    0.382103955    0.3955700382   7.393651079    2.982508151    1.60263534     0.05187937117  -0.5572477695  2              
27       I1         1.681532474    1.655148762    4.244123627    0.6891905616   0.9145586888   6.002778232    2.304546321    0.5610207874   0.08606984844  0.2916516117   2              
28       I1         1.453500029    1.74734508     3.239729348    0.04624513343  0.9554539488   6.251763132    2.345952424    0.405509442    0.02068969248  -0.4473377488  2              
29       I1         0.9430770165   2.488288281    2.610208957    0.1431957361   0.09676746852  7.873275089    1.584984229    2.293450892    0.1241357541   -0.4306645188  2              
30       I1         0.3527387624   1.46124774     2.806236369    0.1991829632   0.799860378    3.635699302    2.693995187    1.23631492     0.1497748745   -0.3447059842  2              
31       I1         0.8414370897   1.836495014    3.030591996    0.8073782172   0.6491970592   2.320547786    3.091278636    2.571361517    0.1121414619   0.03849020072  2              
32       I1         1.960481221    2.057175774    3.583271132    0.7913672041   0.8236293767   6.197710501    3.14079486     2.753721959    0.05808351088  0.9777560008   2              
33       I1         1.55234451     1.107859401    3.864345957    0.3576384864   0.2548298908   6.790676587    3.337371736    0.7446692734   0.1465815045   0.07695197333  2              
34       I1         1.497551585    1.141502574    2.822218806    0.6011013242   0.9654515445   8.686609669    1.794421724    0.3400980331   0.09812008648  -0.09652702728 2              
35       I1         1.607192346    1.361384978    3.044128049    0.4397966583   0.2729843773   4.691825391    1.988281074    2.417418012    0.1089662073   -0.7542186101  2              
36       I1         0.44767833     1.883261704    2.571287427    0.7261567476   0.1419592755   4.009172571    3.001111917    0.1262265452   0.05771912429  0.8311775617   2              
37       I1         0.5219047772   2.093133211    3.46348914     0.113720066    0.9181502093   6.396943043    2.861752951    2.196188023    0.113999897    -0.6233192396  2              
38       I1         1.943173811    1.016417413    3.921895255    0.3600863832   0.4079067984   5.329205753    2.673346641    2.86609213     0.07963139354  -0.878236079   2              
39       I1         1.591137745    1.749507082    2.644512462    0.5177268601   0.8757510767   7.715318932    1.440257593    2.336997822    0.1043252701   0.2071744931   2              
40       I1         1.102904672    2.594635822    4.306825615    0.7997784599   0.07422057778  4.472067808    3.425336835    0.2206018046   0.02116777632  -0.791859964   2              
41       I1         1.195757245    1.487714046    3.592951777    0.5209092171   0.06154652329  2.551934855    2.052768736    1.401186994    0.02380100345  0.6510909115   2              
42       I1         0.3810226623   2.563298341    4.481868748    0.9538877546   0.7372736794   3.445593885    2.700210411    0.9699036579   0.08660149955  -0.9044161408  2              
43       I1         1.891687544    1.355304279    4.034865254    0.5375843765   0.0894577734   9.1037054      1.455073717    0.6640957225   0.06817328631  -0.7811938372  2              
44       I1         0.3728256627   2.110709864    2.66725301     0.541778606    0.6257103703   2.46863673     3.442628548    1.533962724    0.04479664531  -0.05456170283 2              
45       I1         1.638273917    2.239934853    4.490403984    0.8478317      0.5659573334   8.404803086    2.912259135    1.927537981    0.142922279    -0.08900651058 2              
46       I1         1.410844564    2.318925935    3.956057599    0.6088469602   0.4057471772   7.267569472    1.038891193    0.2359845949   0.1436205629   -0.4113787211  2              
47       I1         0.7827219914   1.732326328    4.357984449    0.176803382    0.3121974203   2.691800039    2.127179725    2.744544277    0.131244127    0.8749023706   2              
48       I1         0.3428379557   2.145625973    4.323662808    0.1046475444   0.5252304942   4.87901256     2.275823257    1.976913885    0.08244848076  0.983086052    2              
49       I1         1.293213112    1.56709405     4.313984944    0.8681825689   0.2851291717   7.860261202    2.848600231    1.773600242    0.1005065745   0.1168228686   2              
50       I1         0.4585553439   2.675928452    2.819203554    0.4766684494   0.5389951992   2.584305403    2.56921467     1.740061967    0.001968471256 -0.2501633093  2              
51       I1         1.836534251    1.780322116    2.591971168    0.6610366424   0.2320823149   5.760776018    2.517988877    1.301082103    0.006039863006 -0.04712206415 2              
52       I1         0.5964134953   1.927909829    2.738898102    0.08296031287  0.6129824364   8.1829479      1.426296588    1.355170059    0.0256791906   0.4018172235   2              
53       I1         1.973633855    2.223409274    4.112339234    0.3151516292   0.8643014036   3.542413203    1.557789656    0.07479989212  0.06710045953  0.3850097436   2              
54       I1         1.853645615    2.523376056    3.122012242    0.6915519842   0.8448070479   0.5881341888   1.322500014    1.174406162    0.06284339989  -0.07476144347 2              
55       I1         1.112238945    2.343000912    4.168659817    0.949850622    0.4506584715   8.552060966    2.120035492    1.635147656    0.05426531385  0.9255985642   2              
56       I1         0.6319291476   2.580928054    3.556788171    0.7006101316   0.1531534745   3.708607551    3.016951563    2.540658062    0.1231465186   0.9181777908   2              
57       I1         1.330620213    2.536586003    3.39532452     0.3003703613   0.6440832183   6.638751157    2.393268664    0.3500372832   0.04926247615  -0.2103591266  2              
58       I1         0.39006213     2.56527134     2.654786181    0.8420744192   0.7654600043   0.4232596352   1.226427779    2.949854696    0.126375047    -0.7681657974  2              
59       I1         0.3355633099   1.046126403    4.436933425    0.7815431259   0.9455688395   9.498619974    2.369755719    1.724630396    0.01162022567  0.6329500294   2              
60       I1         0.4101983734   1.147302869    3.750492283    0.2415289168   0.7716847948   9.005140482    3.166076141    1.41437727     0.1015553587   -7.235899568e-05 2              
61       I1         1.226553525    2.179753498    3.154730813    0.3882659227   0.9710181614   6.727539677    1.483319489    0.2471834899   0.1157424755   -0.7152486752  2              
62       I1         0.8994731689   1.339953079    3.841892127    0.1321148206   0.2130497318   9.643499685    2.416570064    0.2732341874   0.09937468518  -0.3158081701  2              
63       I1         1.060029389    1.857502393    4.417192063    0.558378643    0.1267405837   5.440009602    2.945800992    2.278743805    0.001487679041 -0.5155752647  2              
64       I1         0.8252572498   2.299507961    3.42561734     0.5779265914   0.1170697451   9.694709661    2.166619707    1.688878128    0.04627603461  0.7589184742   2              
65       I1         1.889074199    1.305017817    2.692654783    0.8183059822   0.4883536824   1.724995369    2.757521514    1.122526308    0.07841229713  -0.531564993   2              
66       I1         1.547070958    2.379669596    3.266249106    0.9572451715   0.1369696217   9.11421837     3.304283651    2.088028708    0.1456170064   -0.9553510224  2              
67       I1         0.7175991738   2.45621537     3.747975762    0.7386928392   0.6275969085   4.795533659    2.377638508    0.5810355321   0.09664952539  0.3064342475   2              
68       I1         1.871245481    1.803974027    4.274627782    0.4510187388   0.3825561817   7.427433249    1.857330859    2.713879364    0.1361801927   -0.7011728606  2              
69       I1         1.956024234    1.831029792    3.001275434    0.9046503801   0.3635230936   1.001748151    1.708886113    0.4414138806   0.02990656813  -0.1940968489  2              
70       I1         1.980969714    2.209231162    4.230808878    0.2561986722   0.4980782255   4.967030822    3.230032266    1.564153784    0.02297019193  -0.6332853558  2              
71       I1         0.5882173616   1.756530424    3.215936495    0.5464695878   0.8610236011   0.3541249756   1.659801522    1.451545956    0.1447175053   0.3746822862   2              
72       I1         1.049861075    1.224759496    4.385810799    0.9796379121   0.4213703107   0.9808256413   1.290537531    0.601396248    0.09890142707  -0.2618834835  2              
73       I1         0.9691902626   1.598521984    4.364753591    0.551155623    0.7930541209   4.728388251    2.486941031    1.545851775    0.1258041103   -0.5288417244  2              
74       I1         0.4245520053   1.097353254    3.416947156    0.2339020498   0.4543647245   1.450095686    1.389500424    0.1470914168   0.03635259849  -0.3580367082  2              
75       I1         1.539037421    1.472429143    2.50846943     0.4330385135   0.4426261578   8.658035885    2.818549392    1.517434438    0.02509708657  0.5838857674   2              
76       I1         0.6779745915   2.07451978     3.026651672    0.7165018842   0.5510643014   2.62875419     2.084853484    0.8273058978   0.1397374954   0.5777933976   2              
77       I1         1.323262714    2.484996524    2.724693147    0.7568711672   0.1898148325   4.333426039    3.239999224    1.504328578    0.09396876236  -0.968217014   2              
78       I1         1.247219238    2.553750709    3.1970064      0.18731588     0.6035568613   5.215779391    2.245780458    2.688801086    0.01408340852  -0.5811000444  2              
79       I1         0.3160663151   1.959262515    3.967034914    0.6439829026   0.5334932255   4.260571914    2.994583751    2.171711927    0.07007622819  0.7356340076   2              
80       I1         1.717127327    1.985281329    3.680743783    0.4016370178   0.1718932345   0.8439711334   3.156593598    1.653781299    0.1067204685   0.9475177981   2              
81       I1         1.438799716    2.069102264    3.619972848    0.9393210314   0.6658387523   6.331887949    1.15780769     0.9765149368   0.03016327621  0.6490267084   2              
82       I1         1.168425809    2.334124015    3.448172915    0.3745767377   0.8292179932   3.731313954    3.120827288    1.08408207     0.009378475582 -0.1099314254  2              
83       I1         1.419750923    2.429422706    4.297784858    0.4189936291   0.4135150461   5.526973876    1.502462651    0.8743918281   0.1422218189   -0.3854052914  2              
84       I1         0.3079017367   1.089384525    2.784622419    0.2147362467   0.8789850653   7.598144076    1.870636091    1.897622279    0.03395523655  -0.3993295059  2              
85       I1         1.489386704    1.652709719    3.142220271    0.4415317787   0.2463200352   4.188251874    2.532528402    1.337555709    0.09240085246  -0.6973804885  2              
86       I1         1.696146187    1.723872528    3.877114796    0.4808505761   0.6859801251   4.106631229    2.896475106    0.1659144012   0.09153581866  0.2695118445   2              
87       I1         0.8338031471   1.413229567    2.792456384    0.3100129122   0.2963966409   2.162021918    2.959254627    0.9552385088   0.0640142716   0.535236729    2              
88       I1         1.478389462    2.264217556    3.409354918    0.617714539    0.3475508259   2.517408922    1.132739572    0.2573387999   0.09512350073  0.7412024202   2              
89       I1         0.553361954    2.506003395    4.081349423    0.7424456046   0.2249136607   5.383896754    2.093105397    1.257883007    0.1227171527   -0.9187194154  2              
90       I1         1.615738806    1.497129676    3.327214513    0.03104441363  0.1980706214   1.859937277    1.685179173    1.261119775    0.08327369175  0.28403948     2              
91       I1         0.8045915082   1.641290698    3.494053802    0.4927495471   0.1090620174   8.826475595    1.098534421    1.617396896    0.05488479935  0.05901592311  2              
92       I1         1.256161827    1.211651357    3.918206436    0.4610007422   0.3414622524   8.731779812    3.203003556    2.1564407      0.03373371824  0.6110877849   2              
93       I1         1.87357065     2.05260005     3.103053777    0.3225876825   0.4310794512   1.811339385    3.499421442    2.055934242    0.1341345003   0.9978569893   2              
94       I1         1.23627656     2.305676635    3.331379779    0.06617458841  0.3711483416   9.856190522    2.491389903    2.112615225    0.02899701193  -0.7239237134  2              
95       I1         0.4016286348   2.159405959    3.975040031    0.3448198588   0.8192303817   5.606839782    2.640794539    2.117338985    0.03287626055  -0.8075849816  2              
96       I1         0.6855942515   2.462591002    2.863816821    0.1643987006   0.3286958889   8.336986464    1.848556874    2.716936522    0.1405389      0.9533441939   2              
97       I1         0.4957277127   2.014978683    3.713125202    0.8731720152   0.103980856    7.31854531     3.056860529    0.6845887361   0.1322439747   0.7730474147   2              
98       I1         1.130394371    2.316377652    4.464930667    0.2227157457   0.8574453403   5.705490445    3.217602306    0.8575615895   0.02797458266  0.2349830838   2              
99       I1         1.80153224     2.441534055    2.770685731    0.7223955554   0.6777095541   6.366329451    3.395639015    0.01885421188  0.1063776834   -0.6079400208  2              
100      I1         0.7312023572   2.640566316    2.538179608    0.9304729949   0.3536942089   9.446711023    1.070727581    1.810897742    0.06909313304  -0.7327913343  2              
101      I1         1.567202837    1.702193035    3.477901424    0.9721338354   0.5912584852   0.610352996    1.463704901    0.04022089047  0.1483962682   0.1270111801   2              
102      I1         0.9869559751   1.234350195    3.01046998     0.3521041237   0.6400701768   1.655307686    1.16816521     0.9443455124   0.06192180875  0.2409425337   2              
103      I1         0.750449124    1.43732954     2.708406625    0.8862005328   0.676343048    7.20546421     2.159048172    2.245670059    0.1081400305   -0.8910758467  2              
104      I1         0.7647534265   1.524782968    2.922492251    0.1845211468   0.9345541318   6.452092482    1.982000801    2.358990998    0.08542902613  0.4916040971   2              
105      I1         0.6937674698   2.170776757    3.888234681    0.9442640393   0.2394207409   6.138323028    2.327368111    2.137298854    0.1167926974   -0.6565079305  2              
106      I1         0.4951711073   2.121766347    2.902711628    0.595768273    0.8056751453   3.110961491    2.291507961    1.579748189    0.008722708975 0.6930523617   2              
107      I1         1.594082283    1.513949634    4.145300529    0.8233939192   0.320789198    4.81531904     2.030036401    2.976354299    0.04136965574  0.5990093136   2              
108      I1         1.372596453    1.573901481    2.711888592    0.4886333168   0.5114201736   3.84481336     1.332058821    2.83750996     0.06145809899  0.8218181873   2              
109      I1         1.389069653    2.129130358    3.432439771    0.7672713686   0.3786067364   7.517247668    1.736800534    1.328780551    0.02404850272  -0.8556511931  2              
110      I1         1.031815732    2.423392337    3.113013275    0.02480656156  0.7023414344   9.841775118    3.0392257      0.5008992053   0.07350079917  0.358344629    2              
111      I1         0.6630983557   1.311800029    3.983472701    0.6784136961   0.7229535531   4.226906781    3.19877864     0.7789885138   0.01343576109  -0.1749893431  2              
112      I1         0.326611012    2.357674334    3.527121202    0.9335967232   0.9066224618   7.653929643    3.271262121    2.003666432    0.05629736833  -0.3358898936  2              
113      I1         1.823406715    2.085767437    3.64413611     0.217349812    0.9851536558   8.246207784    3.4632993      0.4522946708   0.09356310369  0.897851405    2              
114      I1         1.934856469    1.318163841    3.664249371    0.1260542698   0.4360966493   0.208209793    2.728509133    0.7954323962   0.0219333705   -0.2006824421  2              
115      I1         1.008724434    1.625971422    4.126820906    0.4037020077   0.3741970611   3.05496928     3.250847966    1.277491723    0.1485310072   -0.4933075011  2              
116      I1         1.668035661    2.024084218    3.791282322    0.03813466218  0.2101655837   2.417095971    1.596636268    1.476364732    0.147568301    -0.4294300845  2              
117      I1         0.4763555759   1.664404193    4.343964989    0.2769810949   0.5544735924   4.621020402    1.760686845    0.3837209791   0.05912904632  -0.5910295451  2              
118      I1         1.861285023    2.616901197    4.011008415    0.06347138941  0.9086691245   7.366692812    1.622142185    2.794035414    0.118836443    0.5107292462   2              
119      I1         0.7053730573   2.652883391    3.896774347    0.8135260645   0.08092113079  1.109917954    1.747056741    1.431614803    0.002415781961 0.4187665043   2              
120      I1         1.266772467    1.277543916    2.625546715    0.9833121046   0.7203558098   8.123806979    3.176884412    0.301226491    0.04337993949  -0.3086182263  2              
121      I1         0.5788834067   2.369053499    4.136342117    0.09484864392  0.1317473279   0.1113407298   2.554142808    2.916316551    0.01507505828  -0.37708185    2              
122      I1         1.57691792     1.584203397    3.810259928    0.1365093359   0.0484617857   7.556041401    2.04077936     1.765770963    0.02013986903  -0.8828290536  2              
123      I1         0.6454610403   1.819858956    4.401371371    0.5279647682   0.5414871675   7.726871273    1.72141094     1.164832077    0.01082768836  0.55345136     2              
124      I1         1.02088661     1.872888018    3.091685818    0.01145083127  0.4843905536   1.39817282     1.221353719    1.126898341    0.04737993652  -0.8385064662  2              
125      I1         1.028443506    2.250487389    3.200341316    0.1959069276   0.4246184373   7.928094173    1.904653541    0.7302003434   0.01647353346  -0.9747974373  2              
126      I1         0.953608261    2.389903838    2.63633544     0.4219138684   0.4379601099   6.983583116    1.787044704    2.673580145    0.124862094    -0.9828944431  2              
127      I1         1.043622035    2.103798969    3.655579597    0.7495471175   0.05025664172  9.776148407    1.036660246    1.035189702    0.1174800274   -0.4514733095  2              
128      I1         1.212039554    1.163132893    3.827213992    0.8663153199   0.2451389809   1.944446759    3.28990503     2.987323265    0.04828645542  -0.2487443876  2              
129      I1         1.428796657    1.061800788    4.187532481    0.3277216254   0.5786699087   9.566788489    1.34939073     1.792017861    0.018586782    0.1669103962   2              
130      I1         0.9905189919   1.847479596    3.674731127    0.08766672647  0.6946949651   7.140130212    2.808883335    2.298921494    0.06308132851  0.3296049156   2              
131      I1         1.839793129    1.263157119    3.908262726    0.8580020919   0.9266990333   6.060494108    2.313800446    2.404277565    0.0765216185   -0.3234803816  2              
132      I1         1.736972913    2.204986631    2.941521391    0.2285896653   0.6078054416   8.936209867    2.062803635    1.383870048    0.004219855167 0.8683338323   2              
133      I1         1.81565993     1.385725577    4.453154615    0.3293674977   0.5959419406   6.581371864    2.780756949    2.776725789    0.1448517014   -0.1682505118  2              
134      I1         1.29869262     1.986444153    3.624950022    0.2363858541   0.041427187    4.014965611    1.278774894    0.09999375941  0.1392290088   0.3191128178   2              
135      I1         0.5405389815   1.527252954    4.260009646    0.4603745082   0.8368809941   1.578773868    2.443266495    0.788272496    0.07522853988  0.1362516691   2              
136      I1         1.001251893    2.007925509    4.068925653    0.8533427611   0.6551352417   1.350039983    1.265648282    0.1934143029   0.01926088922  -0.470073533   2              
137      I1         0.5688303017   1.476827842    3.568035854    0.3084367129   0.1464932831   5.677937282    1.369440362    1.004257686    0.1144477317   0.1056065886   2              
138      I1         1.34845065     2.197591557    4.049628781    0.6256104145   0.3072631867   6.776723139    1.204150956    1.705075804    0.04006171947  -0.6886126368  2              
139      I1         0.789572542    2.542529793    3.706033907    0.07026284222  0.02994830241  8.445035646    3.109061162    2.375098487    0.07155125084  0.6883682326   2              
140      I1         1.650778296    2.634228482    2.895323663    0.5854851737   0.8974859361   0.7883891887   1.06137196     0.6343833602   0.1280760708   0.7021587851   2              
141      I1         0.6291513254   2.499987905    2.583711319    0.1522689735   0.3268439017   5.842297847    2.925735374    0.5547546341   0.1334908866   -0.8263593524  2              
142      I1         0.7532060067   1.549901358    3.514350809    0.3825326016   0.7255757899   3.242695856    2.539600155    0.6234492863   0.02734482978  -0.9219368995  2              
143      I1         1.096953965    1.91308261     3.937910057    0.6169280782   0.7983745614   1.914269064    3.386731765    0.5975805961   0.09108742021  -0.8667647265  2              
144      I1         1.085978899    1.604534193    3.053189839    0.1715781143   0.2183877448   9.372141183    3.40923876     2.55376601     0.05041932712  0.4805376359   2              
145      I1         0.8771454601   2.274721958    3.25662178     0.7759797059   0.8718494731   2.998884002    1.076624096    2.01426454     0.00675804169  0.001682806734 2              
146      I1         0.8594859709   1.217210995    3.086598135    0.2707709073   0.754291487    6.513782869    2.91675701     0.3989029848   0.07265439387  0.7177708768   2              
147      I1         0.7117369792   2.407561628    3.180371454    0.6653043869   0.4709062678   5.80948257     2.466265489    0.05217774912  0.03799960577  0.02958508316  2              
148      I1         0.6141995046   1.126281319    3.501041045    0.3952466911   0.2299757445   5.25479592     2.457894546    0.3197858511   0.00981164144  0.9000424935   2              
149      I1         0.560579495    1.051732896    3.787971582    0.6682522869   0.3508865161   7.073311939    1.606807955    1.936333729    0.1147556871   0.06832655325  2              
150      I1         1.397354438    1.61212834     3.940201022    0.3718642419   0.5163311147   0.7093392765   2.617147676    0.0009784810385 0.06582066675  0.186216058    2              
151      I1         1.705715745    2.695719894    3.363630834    0.07700316282  0.7828581071   0.5099906425   2.410994495    1.152192786    0.05397412103  0.3322936707   2              
152      I1         1.369271837    1.374613359    2.568326192    0.8947151221   0.08719938606  3.769961236    1.89847601     1.668822826    0.1077187073   0.5278011112   2              
153      I1         1.387476395    2.037184526    3.066677678    0.1097605279   0.9658664552   0.4799825509   2.585269133    0.6547736416   0.07790360766  -0.2904173244  2              
154      I1         0.4353517743   1.636726289    3.994306987    0.4131563162   0.265478951    2.017122039    3.073056107    1.730171856    0.000263794398 -0.8406845044  2              
155      I1         1.674092136    1.196024326    3.134494032    0.5620416207   0.151121497    1.285742782    2.630282138    2.519815896    0.05310743582  -0.4649674457  2              
156      I1         0.8935711441   1.001664257    2.766611993    0.9177468062   0.9391876196   8.796494637    2.351854157    1.021453014    0.05129234746  -0.6424419064  2              
157      I1         0.9294416391   1.418938544    4.054003948    0.3343624794   0.2796770395   0.3232059656   1.257138806    1.98959652     0.1291446451   0.8521097122   2              
158      I1         1.511211025    1.293362253    2.932351306    0.5327328235   0.9560722305   7.112600664    3.343020981    2.891697661    0.03827675159  -0.2707591796  2              
159      I1         0.6734119334   1.176044486    3.381960818    0.2681338213   0.2931487373   4.124568675    3.368654007    2.225697083    0.09687939109  0.4626603695   2              
160      I1         1.443875061    1.069215033    2.683784505    0.8252154038   0.49233943     2.796858207    2.109549846    1.960684558    0.1022558956   0.1421200426   2              
161      I1         0.4628172735   2.451447862    4.027680889    0.9884591002   0.09937325054  5.070087836    2.658951036    0.7096477183   0.03185246026  0.3613063374   2              
162      I1         1.794343393    1.327161093    3.317980748    0.7525369395   0.1635546553   5.489382569    1.528022256    1.010252096    0.003608623755 -0.1894601465  2              
163      I1         1.562283398    1.886373824    4.075871714    0.6501463064   0.05804388927  9.337788661    1.537824066    0.894750979    0.03488479031  0.844111533    2              
164      I1         1.067199112    1.967639135    2.757161432    0.02371272381  0.0202472069   9.262748823    2.608247359    1.819704135    0.08887906592  0.5613505349   2              
165      I1         1.623598457    2.24825311     4.223294394    0.5822604601   0.635782298    2.198446692    2.96451766     2.859379984    0.03737434396  0.4339775939   2              
166      I1         1.35883135     1.712974657    3.343104422    0.4982750828   0.4663169356   0.2658313869   1.421382374    2.660883043    0.08144251915  -0.1204428759  2              
167      I1         1.754165204    1.457003444    4.429994142    0.5010571741   0.9251221617   9.715090123    1.886774861    1.492435792    0.04512895783  0.6726338467   2              
168      I1         1.52698874     2.47746857     2.553667634    0.04281589581  0.6205541782   2.829426214    1.831062441    2.487139301    0.1216214533   -0.9447178837  2              
169      I1         1.149262703    1.809580411    3.852631937    0.8872960347   0.6711742736   4.540652858    1.375566622    2.62321324     0.01741681244  0.504993468    2              
170      I1         0.3665247071   1.866032498    2.967713737    0.713796795    0.70896935     2.95335473     1.669623209    2.650747806    0.04359658885  -0.2361866766  2              
171      I1         0.6553529962   2.030388091    3.763815005    0.6727332147   0.3613541698   8.467556951    1.973763582    1.097636174    0.1101631627   -0.5678006295  2              
172      I1         0.8612097478   2.360140599    2.881948345    0.7310735944   0.5019211353   4.452162135    2.597056382    2.898819371    0.1208319425   0.2215269727   2              
173      I1         1.47259        1.039329499    3.161199709    0.8315033959   0.0188045118   2.339326773    2.677691111    0.9165776792   0.01651235957  0.1793324215   2              
174      I1         1.992340235    1.238174427    3.602551072    0.4723098789   0.8113767914   1.53493775     2.014719743    0.7533708459   0.005945549004 -0.7780745034  2              
175      I1         1.98336308     2.286075393    4.285975636    0.01798505188  0.3921249435   9.036374273    2.862540153    1.312493302    0.05943629023  -0.2284970162  2              
176      I1         1.154517324    1.672796838    2.600405533    0.1476893845   0.9796752624   3.295380328    2.790834008    0.6910674963   0.1056830911   0.6025767316   2              
177      I1         0.4860849217   2.232408175    4.390373804    0.3397412588   0.7426657893   5.002589404    2.194619009    2.593588089    0.01495497178  -0.3650833687  2              
178      I1         1.924432175    1.347875166    2.83204905     0.2485902988   0.8943826397   8.275041911    1.764824294    1.37273744     0.05615738836  0.8038941396   2              
179      I1         1.310744326    1.019503261    3.804717974    0.4492392441   0.7319429299   8.004857896    1.005840887    2.818122399    0.07644533892  -0.1155121248  2              
180      I1         0.9723733239   1.717098167    3.451950994    0.7728527275   0.544416591    6.155527653    1.94753824     0.8431757703   0.137179929    -0.03989210821 2              
181      I1         0.5040713005   1.250427937    3.536263838    0.2525859039   0.8399781579   9.21027408     1.149856099    2.078921093    0.09975719641  -0.5447635154  2              
182      I1         1.771281175    2.278022308    3.352611263    0.9076708301   0.5753240014   7.787279063    2.205949187    0.3749216878   0.1385545845   -0.8131123543  2              
183      I1         1.158709209    1.395823821    3.837321156    0.2840264418   0.2769640907   4.936652069    2.435221826    1.209745649    0.1274157622   0.1951076042   2              
184      I1         1.190534918    2.668124379    2.745626434    0.7031796      0.0289882697   9.178860468    3.361107015    1.873772372    0.09597826708  -0.01703443872 2              
185      I1         1.078928625    1.271565045    2.672124427    0.2064273717   0.1919118726   6.934065212    2.001481473    0.4931421236   0.06008628404  0.4576014747   2              
186      I1         1.122030833    1.89441514     3.549174485    0.05664595001  0.7478827292   3.172767327    1.192543659    0.518172534    0.1112880508   0.3483731743   2              
187      I1         1.725021871    2.402460187    4.374945498    0.2931131897   0.01450288372  5.978678452    3.037366763    0.1176097277   0.103457769    -0.5081619491  2              
188      I1         0.7405778344   2.614324739    2.847328631    0.8494940825   0.7866513945   1.782084131    2.827058448    2.179021285    0.06626250586  0.7977858274   2              
189      I1         0.5328893243   1.157943759    3.294143353    0.1755136478   0.3976787274   0.1807719634   3.132106181    1.913873397    0.04069295183  -0.138376339   2              
